Number,Name,logBB
1211,CCCCNC(=S)Nc1ccccc1,0.03
1212,C1NC(C)(O)N(C=12)c3c(cc(Cl)cc3)C(=NC2)c4c(F)cccc4,-0.07
1213,CC(C)CN1CCN(CC1)c2ccc(I)cc2,1.38
1214,CN(C)Cc1c(cccc1)Sc(c2N)ccc(F)c2,0.2
1215,c1cccn(c12)ncc2CN3CCN(CC3)c4ccc(Cl)cc4,0.64
1216,CC(C)CCO,0.04
1217,FC(F)(F)CCC(Cl)Br,0.35
1218,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@@H]4CCCNC4,0.39
1219,c1nc(C)n(c12)c3c(cc(Cl)cc3)C(=N[C@@H]2O)c4c(F)cccc4,-0.03
1220,FC(F)CNC(NC1C)=Nc(c12)cccc2Cl,0.6
1221,c1cc(C)ccc1Cn(c(c23)cccc2)c(n3)[C@H]4CNCCO4,0.36
1222,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@H]4CNCCO4,0.77
1223,OC[C@H]1C=C[C@@H](C1)n(cn2)c(c23)nc(N)nc3NC4CC4,-0.22
1224,C=CC[C@@]1(CC=C)C(=O)NC(=O)NC1=O,-0.22
1225,N1CCCN=C1NCCCNCC(CC2)Oc(c23)cccc3,-0.01
1226,c1c(Cl)ccc(c12)Oc3c(cccc3)N=C2N4CCNCC4,0.6
1227,COc(cc1)ccc1CCN(CC2)CCC2Nc(n3)n(c(c34)cccc4)Cc5ccc(F)cc5,1.1
1228,NC(N)=Nc(n1)scc1-c2ccccc2,-0.18
1229,CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C3CCNCC3,-0.01
1230,CCC12c3c(ccc(c3)O)CC(C1(C)C)N(CC2)CC4(O)CC4,0.6
1231,CC(C)(C)OC(=O)c1ncn(c12)c3c(c(Br)ccc3)C(=O)N4[C@H]2CCC4,-0.09
1232,c1ccccc1C2(CCN(C(C)(C)C)CC2)c3ccccc3,0.66
1233,S=C=S,0.6
1234,c1cc(C#N)cc(c12)COC2(CCCN(C)C)c3ccc(F)cc3,0.99
1235,N1CCN=C1Nc2c(Cl)cccc2Cl,0.11
1236,CN(C)c1ccnc2sc(c3c12)c(=O)n(cn3)N4CCCCCC4,0.43
1237,OCC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@@H]3[C@H]([C@H](C2)O)[C@]4(C)C(CC3)=CC(=O)CC4,-0.22
1238,c1cccc(c2=O)c1[n+](C)c3n2CCC4C3Nc(c45)cccc5,0.11
1239,C1CCC[C@@H]2[C@H]([N@](C)CC3)Cc(c4[C@@]123)ccc(c4)OC,0.22
1240,O1[C@H]2[C@@H](O)CC[C@H]3[C@H](N(C)CC4)Cc5ccc(c1c5[C@@]234)OC,0.55
1241,COC(=O)[C@H]1[C@@H](C)CC(=CC1=O)Nc2ccc(Cl)cc2,0.0
1242,CN(C)CC/C=C\1c(cccc2)c2OCc(c13)cccc3,1.0
1243,n1ccccc1[C@@](C)(OCCN(C)C)c2ccccc2,0.64
1244,C1N=C(N)N2c(cccc3)c3Cc(c4C12)cccc4,-0.16
1245,CCNC(=O)C(C(=O)N)c1ccccc1,-0.19
1246,n1cncn1CC(O)(Cn2cncn2)c3c(F)cc(F)cc3,-0.22
1247,FCOCC(O)Cn1ccnc1N(=O)=O,-0.01
1248,O=C(O)CC1(CN)CCCCC1,-0.19
1249,C1C(O)CC(O2)C3C=1CN(C)Cc4ccc(c2c34)OC,0.2
1250,N#Cc1ccc(cc1)OCC2CCN(CC2)C/C=C/I,1.13
1251,NC(N)=Nc(s1)ncc1C,-0.04
1252,C1CCCN1CCn(nc2)c(c23)cc(cc3)NC(=O)Cc4ccc(cc4)OCc5ccccc5,-0.2
1253,CN(C)Cc1ccc(cc1)-c2c[nH]c(=O)c(c23)cccc3O,-0.09
1254,CS(=O)(=O)CCNCc1ccc(o1)-c(c2)ccc(c23)ncnc3Nc(cc4)cc(Cl)c4OCc5cc(F)ccc5,-0.03
1255,CC[C@@H](C(=O)N)N1CCCC1=O,-0.04
1256,n1cncn1\C=C(Cl)\c2c(Cl)cc(Cl)cc2,0.28
1257,CN1CCN(CC1)C2=Nc(cccc3)c3Oc(c24)ccc(Cl)c4,0.8
1258,CNCCCC12c3c(cccc3)C(CC2)c4c1cccc4,1.3
1259,c1cc(F)ccc1CCN(CC2=O)CCN2C(CC3)Cc(c34)ccc(c4)CN(CC)CC,0.48
1260,O1COc(c12)ccc(c2)CN(CC3)CCC3Nc4n[nH]c(c45)ccc(Cl)c5,0.83
1261,c1ccccc1\C=C\CN(CC2)CCC2Nc3cc(=O)oc(c34)ccc(Cl)c4,0.13
1262,CCc1ccc(cc1)-c(cc2)ccc2C(=O)N(C)C3CCN(C3)C(=O)N(C4)CCC4N5CCCCC5,0.81
1263,O1COc(c12)ccc(c2)CN(CC3)CCC3Nc4n[nH]c(c45)ccc(c5)OC,0.57
1264,C1CCCN1CCOc(c2OC)ccc(c2)-n(cn3)c(=O)c(c34)sc(c4)-c5ccc(Cl)cc5,0.78
1265,C1COc(c12)ccc(c2)CN(CC3)CCC3Nc4cc(=O)oc(c45)ccc(Cl)c5,-0.14
1266,C1CN(C)CCC1(C(=O)OCC)c2ccccc2,0.85
1267,NC(=O)OCC(C)(CCC)COC(=O)N,-0.15
1268,c1ccccc1C(C(=O)CC)(CC(C)N(C)C)c2ccccc2,0.9
1269,c1c(Cl)c(N)cc(OC)c1C(=O)NCCN(CC)CC,0.9
1270,c1cc(F)ccc1C(=O)N(c2ccccn2)CCN3CCN(CC3)c4c(OC)cccc4,0.09
1271,O=C(O)[C@@H](C)c(c1)ccc(c12)cc(cc2)OC,0.1
1272,c1c(F)ccc(c12)OC(CC2)C(O)CNCC(O)C(CC3)Oc(c34)ccc(F)c4,0.57
1273,c1cncc(c1c23)[nH]c2cccc3,0.48
1274,N1CCC[C@H]1[c@@]2cccnc2,0.32
1275,OCCN(CC1)CCN1CCCN2c(cccc3)c3Sc(c24)ccc(Cl)c4,0.7
1276,O=C1NC(=O)NC(=O)C1(CC)c2ccccc2,-0.12
1277,CC(C)(C)/[N+]([O-])=C\c1ccccc1,0.05
1278,O\N=C\c1cccc[n+]1C,-0.17
1279,OCC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H](C(C2)O)[C@]4(C)C(CC3)=CC(=O)C=C4,-0.18
1280,CC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)C(CC3)=CC(=O)CC4,-0.1
1281,CN[C@H](C)CC1CCCCC1,1.08
1282,C1COc(c12)c(cc(Cl)c2N)C(=O)NC3CCN(CC3)CCCOC,-0.1
1283,OCCOCCN1CCN(CC1)C2=Nc(cccc3)c3Sc(c24)cccc4,0.7
1284,C=CC(C12)CC(CC2)C(C1)C(O)c3ccnc(c34)ccc(c4)OC,0.1
1285,[nH]1c(=S)n2CC(C)N(CC=C(C)C)Cc3cc(Cl)cc1c23,0.28
1286,CCN(C)C(=O)Oc(ccc1)cc1[C@H](C)N(C)C,0.88
1287,CS(=O)(=O)c(cc1)ccc1C(COC2=O)=C2c3ccccc3,-0.1
1288,FCC(C)NC[C@H](O)COc1cccc2[nH]c(c3c12)cccc3,0.58
1289,c1cc(F)ccc1OCC(O)CN(CC2)CCC2N(C)c(n3)sc(c34)cccc4,0.78
1290,c1ccc(Cl)cc1OC2CCN(CC2)CCC3CCCN3S(=O)(=O)c(cc4)cc(c45)[nH]cc5,-0.04
1291,CN1C2CC(CC1C(O3)C23)OC(=O)[C@@H](CO)c4ccccc4,0.23
1292,CCC[C@@H](C)C1(CC=C)C(=O)NC(=O)NC1=O,0.2
1293,c1cccc(c12)[C@@H](NC)CC[C@H]2[c@@](c3)ccc(Cl)c3Cl,1.6
1294,N1CCN=C1Nc2c(Cl)cc(Cl)cc2,0.16
1295,c1ccccc1C2(CCCNC)SC(C)(C)c(c23)cccc3,0.22
1296,CC(C)(C)C#C/C=C/CN(C)Cc1cccc(c12)cccc2,0.08
1297,OC1CCC(C12C)C3C(CC2)C4(C)C(CC3)=CC(=O)CC4,0.0
1298,c1c(Cl)c(N)cc(OC)c1C(=O)NC2C(OC)CNCC2,-0.22
1299,NS(=O)(=O)OC[C@@]12[C@@H](OC(O1)(C)C)[C@H]3[C@@H](CO2)OC(O3)(C)C,-0.07
1300,C1CCC[C@H](CN(C)C)[C@@]1(O)c2cc(OC)ccc2,0.72
1301,Cl/C=C/Cl,0.04
1302,CN(C)CC(C)CN(c(c12)cccc1)c3c(CC2)cccc3,0.99
1303,N1CCN=C1Nc2c(Cl)ccc(Cl)c2,0.38
1304,N1CCN=C1Nc2c(Cl)cc(Cl)cc2Cl,0.47
1305,N1CCN=C1Nc2c(Br)cc(Br)cc2Br,0.58
1306,N1CCN=C1Nc2c(Br)cccc2Br,0.33
1307,N1CCN=C1Nc2c(Cl)cc(Br)cc2Cl,0.41
1308,N1CCN=C1Nc2c(F)cccc2F,-0.2
1309,n1nn(C)c(c12)cc(cc2)C(n3cncn3)c4ccc(Cl)cc4,-0.16
1310,NCCc(n1)cn(c12)cccc2,0.25
1311,N=C(N)Nc(n1)scc1-c2c[nH]c(n2)C,-0.04
1312,O=c1n(C)c(=O)n(C)c(c12)nc[nH]2,-0.304999995
1313,CNCCc1ccccn1,-0.38
1314,c1cccc(c1C(O2)C23)N(C(=O)N)c4c3cccc4,-0.345
1315,ClCCNC(=O)N(N=O)CCCl,-0.51999998
1316,CCCC(C(=O)O)CCC,-0.315
1317,CN1CCCCC1CCN2c(cccc3)c3Sc(c24)ccc(c4)S(=O)C,-0.32
1318,CCCCc1c(=O)n(-c2ccccc2)n(c1O)-c3ccccc3,-0.51999998
1319,OCC1C=CC(O1)n(c2)c(=O)[nH]c(=O)c2C,-0.47999999
1320,O=C(O)C=C(C)C=CC=C(C)C=CC(C1(C)C)=C(C)CCC1,-0.49000001
1321,c1cc(C)cn(c12)c(CC(=O)N(C)C)c(n2)-c(cc3)ccc3C,-0.47999999
1322,N#CC=C,-0.40000001
1323,O=C(O)CNC(=O)c1c(O)cccc1,-0.44
1324,c1cc(F)ccc1C(=O)NCCN2CCN(CC2)c3cccc(c34)OC(CO4)CO,-0.44999999
1325,CCCN(CCC)CCc1ccc(O)c(c12)NC(=O)C2,-0.43000001
1326,CN(C)CCCN1c(cccc2)c2S(=O)c(c13)cccc3,-0.47999999
1327,O1C2C(O)C=CC3C(N(C)CC4)Cc5ccc(O)c1c5C234,-0.454999995
1328,CC(=O)NCCCOc(ccc1)cc1CN2CCCCC2,-0.46000001
1329,CC(=O)Cn(n1)c(=O)ccc1-c2c(-c3ccccc3)nn(c24)cccc4,-0.31
1330,O=c1n(C)c(=O)n(C)c(c12)[nH]cn2,-0.34099999
1331,CC(C1)N(S(=O)(=O)C)c(c12)cc(c(c2)OC)CNC(CCCN3)C3c4ccccc4,-0.41999999
1332,c1ccccc1C2C(CCCN2)NCc3c(OC)ccc(c3)N(S(=O)(=O)C)c(n4)sc(C)c4C,-0.37
1333,c1cccc(c1C(O2)C23)C(C(=O)N)c4c3cccc4,-0.34
1334,c1cccc(c12)N(C(=O)N)c3c(C(C)C2C)cccc3,-0.34
1335,c1cc(F)ccc1C(=O)CCCN(CC2)CCC23C(=O)N(CC)CN3c4ccc(Br)cc4,-0.43000001
1336,CCCN(CCC)CCc(c1)cc(O)c(c12)NC(=O)C2,-0.43000001
1337,CC(C)(C)/[N+]([O-])=C\c1cc[n+]([O-])cc1,-0.38
1338,O=C(O)C1(N)CCCC1,-0.43
1339,CCc1ccc(cc1)-n(cn2)c(=O)c(c2c34)sc3nccc4N(C)C,-0.47
1340,OCC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H]([C@@H](C2)O)[C@]4(C)C(CC3)=CC(=O)CC4,-0.5
1341,O=C(O)c(c1=O)cn(CCF)c(c12)c(F)c(c(F)c2)N(CC3)CCN3C,-0.43
1342,C1COCCN1CCCOc(c2)c(OC)cc(c23)ncnc3Nc(cc4)cc(Cl)c4F,-0.5
1343,O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl,-0.5
1344,O=C(O)[C@]1(F)[C@H]([C@H]12)[C@](N)(C(=O)O)CC2=O,-0.41
1345,CCCCC(C1=O)C(=O)N(c2ccccc2)N1c3ccccc3,-0.52
1346,O=C(O)c1ccc(cc1)S(=O)(=O)N(CCC)CCC,-0.4
1347,CN(C)CCc1c[nH]c(c12)ccc(c2)CS(=O)(=O)NC,-0.4
1348,CC[C@@]1(O)C(=O)OCc(c2=O)c1cc3n2Cc(c34)cc5c(n4)ccc(O)c5CN(C)C,-0.42
1349,O=C1CCC(N1C)c2cccnc2,-0.284
1350,C=CCc1c(cccc1)OCC(O)CNC(C)C,-0.23
1351,CCOC(=O)c1ncn(c12)c3c(C(=O)N(C)C2)cc(F)cc3,-0.28999999
1352,CC(C)NCC(O)c1ccc(cc1)NS(=O)(=O)C,-0.28
1353,Cn1cnc(c12)n(C)c(=O)[nH]c2=O,-0.294999995
1354,ClC(Cl)C,-0.28
1355,OC1C(F)CC(C12C)C3C(CC2)c4c(CC3)cc(O)cc4,-0.30000001
1356,N1C(=O)C(C)NC(=O)C12CCCC2,-0.25999999
1357,CC(C)(C)OC(=O)c1ncn2c1CN(C)C(=O)c(c23)scc3,-0.25
1358,CC(C)c1nc(no1)-c2ncn(c23)c4c(C(=O)N(C)C3)c(Cl)ccc4,-0.30000001
1359,N=C(N)SCCF,-0.275000005
1360,FCCCn1ccnc1[N+]([O-])=O,-0.23999999
1361,c1ccccc1C(=O)NCCCOc(ccc2)cc2CN3CCCCC3,-0.23999999
1362,c1sc(I)cc1C(=O)CCCN(CC2)CCC23C(=O)N(C)CN3c4ccccc4,-0.25
1363,CC(C)(O)Cn(n1)c(=O)ccc1-c2c(-c3ccccc3)nn(c24)cccc4,-0.23
1364,c1c(Br)cc(C)c(c1C)N=C2NCCN2,-0.28
1365,CN(C)Cc1cc(ncc1)-c2cc(ccc2)Nc(c3[N+]([O-])=O)[nH]cc3,-0.28
1366,CN(C)Cc1ccc(o1)-c2cc(ccc2)Nc(c3[N+]([O-])=O)[nH]cc3,-0.27000001
1367,CN(C)c(o1)ccc1-c2cc(ccc2)Nc(c3[N+]([O-])=O)[nH]cc3,-0.27
1368,CC[C@@]1(O)C(=O)OCc(c2=O)c1cc3n2Cc(c34)cc5c(n4)cccc5,-0.29
1369,O=C1NC(=O)NC(=O)C1(CC)C2=CCCCC2,-0.3
1370,c1cc(O)ccc1CC(N)C(=O)N[C@H](C(C)(C)SS2)C(=O)NCC(=O)NC(C(=O)N[C@H](C(=O)O)C2(C)C)Cc3ccccc3,-0.3
1371,CCC1(C)C(=O)NC(=O)C1,-0.3
1372,c1cccc(c12)cccc2C(=O)c3ccc(OCC)c(c34)cccc4,-1.39
1373,CCOc(cn1)ccc1Cc(n2)n(CC3CCCCC3)c(c24)ccc(c4)N(C)S(=O)(=O)c5cccs5,-1.15
1374,CC1CCN(CC1)C(=O)c(c2)ccc3n(S(=O)(=O)CC)c(c4c23)CCN(C4)C5CCOCC5,-1.15
1375,O=C(O)c1c(O)cccc1,-1.105
1376,OCCOCn(cn1)c(c12)nc(N)[nH]c2=O,-0.83999997
1377,CC(C)(C)NCC(O)c1cc(CO)c(O)cc1,-1.22
1378,CC(=O)Oc(c1C(=O)O)cccc1,-0.555000005
1379,NC(=O)Cc1ccc(cc1)OCC(O)CNC(C)C,-0.92
1380,C1CCN(C1C23O)C(=O)C(CC(C)C)N2C(=O)C(O3)(C(C)C)NC(=O)C(C4)CN(C)C(C5)C=4c6cccc7[nH]c(Br)c5c67,-1.1
1381,COc(cc1)c(OC)cc1C(C#N)(C(C)C)CCCN(C)CCc2cc(OC)c(cc2)OC,-0.669999995
1382,O=C(O)COCCN(CC1)CCN1C(c2ccc(Cl)cc2)c3ccccc3,-1.72500005
1383,O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl,-1.7
1384,IC1=CC(Cl)=C(C=CC=N2)C2=C1O,-2.4
1385,Clc1c(N(S(=O)(C)=O)CCO)c2c(NC(C(N2)=O)=O)cc1Cl,-2.15
1386,Brc1cccnc1CSCCN/C(NCC)=N/C#N,-2.15
1387,OC(C1=CC=C(Cl)C=C1N2)=C(C3=CC(OC4=CC=CC=C4)=CC=C3)C2=O,-2.03
1388,COc1cccnc1CCCCNC2=NC(C(Cc3ccc(C)nc3)=CN2)=O,-2.0
1389,OC(C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1)=O,-1.96
1390,Brc1cc(C)c(CCCCNC(NC=C2Cc3ccc(C)nc3)=NC2=O)nc1,-1.88
1391,O=C(O)C[C@H](O)C[C@H](O)/C=C/C1=C(C2=CC=C(F)C=C2)C(COC)=C(C(C)C)N=C1C(C)C,-1.82
1392,O=C(N[C@@H](CC1=CC=CC=C1)[C@H](C[C@H](CC2=CC=CC=C2)CC([C@@H](NC(N(C)CC3=CSC(C(C)C)=N3)=O)C)=O)O)OCC4=CN=CS4,-1.82
1393,OC1=CC2=C(C(C(C3=CC=C(OCCN4CCCCC4)C=C3)=O)=C(C5=CC=C(O)C=C5)S2)C=C1,-1.81
1394,ClCCN(CCCl)c1ccc(CCCC(O)=O)cc1,-1.74
1395,O=C(OCC)N1C(C(O)=O)CSC1,-1.72
1396,FC1=CC(C(C)C(O)=O)=CC=C1C2=CC=CC=C2,-1.68
1397,OCC(C(C(C(CO)O)O)O)O,-1.6
1398,NC(N)=NC1=NC(c2cc(NC(C)=O)ccc2)=CS1,-1.57
1399,NC(N)=NC1=NC(c2cc(N/C(NC)=N/C#N)ccc2)=CS1,-1.54
1400,Oc1cc(OCCCCOc2ccc3c(OC(C=C3)=O)c2)ccc1C(CC(C)C)=O,-1.52
1401,Oc1cc(OCCCCO)ccc1C(CC(C)C)=O,-1.52
1402,Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(O)c2)ccc1C(CC(C)C)=O,-1.52
1403,CCc1c2c(C3=C(N2)C(CC)(CC(O)=O)OCC3)ccc1,-1.51
1404,CN1CCN(CC2=CC=C(C(NC3=CC(NC4=NC=CC(C5=CC=CN=C5)=N4)=C(C)C=C3)=O)C=C2)CC1,-1.5
1405,CC1=C(CSCCN/C(NC)=N/C#N)N=CN1,-1.48
1406,O=C(N)Cc1ccc(OCC(NC(C)C)O)cc1,-1.42
1407,OC(CC1)CCC1N2C(C3=CC=NC(OC)=N3)=C(C4=CC=C(F)C=C4)N=C2,-1.4
1408,ClC1=C(OCC2=CC(F)=CC=C2)C=CC(NC3=NC=NC4=C3C=C(C5=CC=C(CNCCS(=O)(C)=O)O5)C=C4)=C1,-1.39
1409,O=C(O)C[C@H](O)C[C@H](O)CCN1C(C2=CC=C(F)C=C2)=C(C3=CC=CC=C3)C(C(NC4=CC=CC=C4)=O)=C1C(C)C,-1.36
1410,CN1[C@H]2CC[C@H]1[C@@H](CC(O)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2,-1.35
1411,ClC1=CC2=C(SC(S(=O)(NC3=CC(N4CCNCC4)=C(OC)C=C3)=O)=C2C)C=C1,-1.3
1412,CC1=NC(N2CCN(CCO)CC2)=CC(NC3=NC=C(C(NC4=C(Cl)C=CC=C4Cl)=O)S3)=N1,-1.3
1413,CN(C)CC1=CC=C(CSCCNC2=NC(C(Cc3cc4ccccc4cc3)=CN2)=O)O1,-1.3
1414,O=C1ON=C(CC2(CCCCC2)CN)N1,-1.3
1415,ClC1=C(NC2=CC=CC=C2CC(O)=O)C(Cl)=CC=C1,-1.3
1416,OC[C@@H](O1)CC[C@@H]1N(C=N2)C(NC=N3)=C2C3=O,-1.3
1417,OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3CCN(CCCC(O)C4=CC=C(C(C)(C)C(O)=O)C=C4)CC3,-1.3
1418,CC(C)(NCC(c1cc(CO)c(O)cc1)O)C,-1.3
1419,CC(N1C(c2ccc(Cl)cc2)=O)=C(CC(O)=O)c3c1ccc(OC)c3,-1.26
1420,CN(C)CC1=CC(CSCCN/C(NC)=N/C[N+]([O-])=O)=CO1,-1.23
1421,O=C(C(C)C)NC1=CC=C(CC(CN2C[C@H](OC)C(N3C(C=CC(C)=C4)=C4N=C3C)CC2)C5)C5=C1,-1.22
1422,O=C1N([C@H]2O[C@@H](CO)SC2)C=C(F)C(N)=N1,-1.22
1423,Oc1ccc2c(C(CCN(C)C)=CN2)c1,-1.19
1424,CN(C)c1nccc(C2=NNC(N)=N2)c1,-1.17
1425,NC(N)=NC1=NC(c2cc(N)ccc2)=CS1,-1.17
1426,O=C(N1CCN(C2=NC=CC=C2NC(C)C)CC1)C(N3)=CC4=C3C=CC(NS(C)(=O)=O)=C4,-1.14
1427,CN(C)CC1=CC=C(CSCCNC2=C([N+]([O-])=O)C=CN2)O1,-1.12
1428,CCN1CCCC1CNC(C2=C(OC)C=CC(S(N)(=O)=O)=C2)=O,-1.11
1429,OC(c1c(O)cccc1)=O,-1.1
1430,O=C(C1=CC(I)=C(OCCN(CC)CC)C(I)=C1)C2=C(CCCC)OC3=C2C=CC=C3,-1.08
1431,O[C@@H]1CC2=CC=CC=C2[C@@H]1NC([C@H](C[C@H](O)CN3CCN(CC4=CN=CC=C4)C[C@H]3C(NC(C)(C)C)=O)CC5=CC=CC=C5)=O,-1.07
1432,CN(C)CC1=CC=C(CSCCNC2=NC(C(Cc3ccc(C)nc3)=CN2)=O)O1,-1.06
1433,O=C1OC[C@H](CC2=CC3=C(NC=C3CCN(C)C)C=C2)N1,-1.04
1434,OC(COC1=C(C(NC(CC)C2=CC=CC=C2)=O)C3=C(C=CC=C3)N=C1C4=CC=CC=C4)=O,-1.0
1435,O=S(CC1=CC2=C(NC=C2CCN(C)C)C=C1)(NC)=O,-1.0
1436,ClC(C(O)=C1)=CC=C1C2=C(C3=CC=NC=C3)NC(C4=CC=CC=C4)=N2,-1.0
1437,CC(C)N(CC(O)C)c1nnc(NNC(OCC)=O)cc1,-1.0
1438,CC(C=C1)=CC=C1C2=CC(C(F)(F)F)=NN2C3=CC=C(S(=O)(N)=O)C=C3,-1.0
1439,O=C(OCC)C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1,-1.0
1440,O=C(N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(C1)=O)c4ccc(C(C)(C)C)cc4,-1.0
1441,O=C(N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(C1)=O)c5ccc(C(N6CCC6)=O)cc5,-1.0
1442,COc1[n+](c2ccccc2)ncc(N)c1,-1.0
1443,CSC1=NN2C(N=C3CCCC3=C2N4CCNCC4)=C1S(C5=CC=CC=C5)(=O)=O,-1.0
1444,O=C1N([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)C=C(C)C(N1)=O,-0.98
1445,Clc1cc2c(N(C(N2)=O)C3CCN(CC3)CCCN4C(Nc5c4cccc5)=O)cc1,-0.93
1446,CON1C=C(C(c2c1cc3c(OCO3)c2)=O)C(O)=O,-0.92
1447,CC(C)(NCC(COc1c2c(NC(CC2)=O)ccc1)O)C,-0.9
1448,OC1(C(CO)=O)CC[C@@]([C@]1(C)C2)([H])[C@]3([H])CCC4=CC(C=C[C@]4(C)[C@@]3([H])C2=O)=O,-0.9
1449,FC1(F)CCC(C(C(NC2CCN(CC3=CC=CC(N)=N3)CC2)=O)(O)C4=CC=CC=C4)C1,-0.89
1450,O=C1NC(C(c2ccccc2)(c3ccccc3)N1)=O,-0.89
1451,Nc1ccc(S(Nc2nnc(OC)cc2)(=O)=O)cc1,-0.85
1452,CN(C)CCOC(C=C1)=CC=C1C2=NC(C3=CC=C(/C(CC4)=N/CO)C4=C3)=C(C5=CC=NC=C5)N2,-0.85
1453,O=C1N([C@@H]2O[C@H](CO)[C@@H](F)C2)C=C(C)C(N1)=O,-0.85
1454,NC(NC1=NC(CSCC/N=C(NC)/NC#N)=CS1)=N,-0.82
1455,O=C1N2CCCC(O)C2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3,-0.8
1456,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCN(C(C)=O)CC4)=N1,-0.79
1457,CN(C)CC1=CC=C(CSCCNC2=C(Cc3ccccc3)C=CN2)O1,-0.73
1458,OCC(CC)NC1=NC(NCC2=CC=CC=C2)=C3C(N(C(C)C)C=N3)=N1,-0.72
1459,S=C1C2=C(N=CN2)NC=N1,-0.71
1460,CCN1N=NN(CCN2CCC(COC)(N(C3=CC=CC=C3)C(CCC)=O)CC2)C1=O,-0.71
1461,O=C(N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(C1)=O)c5ccc(C#N)cc5,-0.7
1462,O[C@H]([C@]1([H])[C@@H](CC2)CC(C=C)[C@@H]2C1)c3c4cc(OC)ccc4ncc3,-0.7
1463,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCNCC4)=N1,-0.67
1464,Brc1cccnc1CSCCNC2=C([N+]([O-])=O)NC=C2,-0.67
1465,O=[N+]([O-])C1=C(NC=C1)NCCSCc2ccccn2,-0.66
1466,COC(C(OC)=C1)=CC2=C1C(C)=NC(N3CCN(C(C4=CC=CO4)=O)CC3)=N2,-0.66
1467,O=C1N(/N=C\\N1c2ccc(cc2)N7CCN(c6ccc(OC[C@@H]3O[C@](OC3)(c4ccc(Cl)cc4Cl)Cn5ncnc5)cc6)CC7)C(C)CC,-0.64
1468,O=C(N(C1=CC=C(CCN2C(C)=O)C2=C1)N3CCN(CCC4CCCC4)CC3)/C=C/C5=CC(C#N)=CC=C5,-0.63
1469,CN(C)CCC1=CNC(C1=C2)=CC=C2CN3C=NC=N3,-0.61
1470,NC(SC)=N,-0.6
1471,Fc1cc(F)c(C(N2CCN(c3ccc(OCCCN4CCC[C@H]4C)cc3)C(C2)=O)=O)cc1,-0.6
1472,O=S1(c2ccccc2N3[C@@](CCC3)([H])N1)=O,-0.6
1473,OC1C2=C(C=CC=C2)N(C(N)=O)C3=C(C=CC=C3)C1,-0.59
1474,O=C1C(CC(C)C)N(C2=O)C(O[C@@]2(C(C)C)NC([C@@H]3C=C(C(C=CC=C4N5)=C4C(C6)=C5Br)[C@]6([H])N(C)C3)=O)[C@@]7([H])N1CCC7,-0.59
1475,O=C(NC1=NC=C(SCC2=NC=C(C(C)(C)C)O2)S1)C3CCNCC3,-0.57
1476,CC1=CN2C(C=C1)=NC(C3=CC=C(C)C=C3)=C2CC(N(C)C)=O,-0.54
1477,NCC(CC(C)C)CC(O)=O,-0.54
1478,O=C(C1=CC=C(C=C1)C2=CC(C(NC3CC3)=O)=CC=C2C)NCC4CC4,-0.52
1479,COC(C=CC(S(=O)(NC1=CC(Br)=CC(F)=C1Br)=O)=C2)=C2N3CCNCC3,-0.52
1480,O=S(C1=NN=C(NC(C)=O)S1)(N)=O,-0.52
1481,O=S(CCC1=CC2=C(NC=C2C[C@H]3N(C)CCC3)C=C1)(C4=CC=CC=C4)=O,-0.52
1482,O=C1C(CCCC)C(N(c2ccccc2)N1c3ccccc3)=O,-0.52
1483,OC1CN(CC(C2=CC=CC=C2)N(C)C(C(C3=CC=CC=C3)C4=CC=CC=C4)=O)CC1,-0.51
1484,OC(c1c(OC(C)=O)cccc1)=O,-0.5
1485,O=C1C2=C(N(COCCO)C=N2)NC(N)=N1,-0.5
1486,CC1=CN(C(NC1=O)=O)C2OC(C=C2)CO,-0.48
1487,O=C(N(C)N=N1)N2C1=C(C(N)=O)N=C2,-0.47
1488,O=S(C1=CC=C(C(N)=O)C=C1)(C2CCN(CCC3=CC=C(F)C=C3F)CC2)=O,-0.47
